"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email"
2208,"4883","Collins LLC","Decentralized 4thgeneration time-frame","25500","25500","successful",460,"US","USD","2021-04-14","2021-12-07","cat5","subcat7","4883","Luciana","Petitjean","luciana.petitjean@patterson-cole.biz"
3136,"4807","Smith-Miller","De-engineered cohesive moderator","7500","7500","failed",62,"IT","EUR","2021-04-08","2021-05-19","cat2","subcat2","4807","Ron","Cavazos","ron.cavazos@yahoo.com"
1623,"1372","Jensen-Vargas","Ameliorated explicit parallelism","89900","89900","failed",347,"US","USD","2020-08-27","2021-04-06","cat6","subcat16","1372","Aldo","Cibin","aldo.cibin@gmx.de"
277,"3666","Robles, Bell and Gonzalez","Customizable background monitoring","18000","18000","successful",2528,"US","USD","2021-08-10","2021-08-16","cat4","subcat4","3666","Alexandre","Serrano","alexandre.serrano@yahoo.co.uk"
1522,"2066","Turner, Miller and Francis","Compatible well-modulated budgetary management","2100","2100","failed",19,"US","USD","2020-12-26","2021-07-03","cat3","subcat3","2066","Lori","Fagotto","lori.fagotto@hill-anderson.com"
2582,"1834","Roberts Group","Up-sized radical pricing structure","172700","172700","successful",3657,"US","USD","2021-01-06","2022-01-04","cat4","subcat4","1834","Perla","Figueroa","perla.figueroa@live.com"
595,"5853","White LLC","Robust zero-defect project","168500","168500","failed",1258,"US","USD","2021-01-01","2022-01-22","cat4","subcat4","5853","Reginald","Hughes","reginald.hughes@gmail.com"
1060,"2219","Best, Miller and Thomas","Re-engineered mobile task-force","7800","7800","successful",131,"AU","AUD","2021-06-06","2021-07-21","cat5","subcat7","2219","Uriel","Holt","uriel.holt@gmail.com"
2551,"4148","Smith-Mullins","User-centric intangible neural-net","147800","147800","failed",362,"US","USD","2020-12-22","2021-12-21","cat4","subcat4","4148","Stefano","Lemonnier","stefano.lemonnier@binner.com"
975,"4477","Williams-Walsh","Organized explicit core","9100","9100","successful",239,"US","USD","2020-06-26","2021-02-13","cat7","subcat12","4477","Madeleine","Cooper","madeleine.cooper@poste.it"
300,"1786","Harrison, Blackwell and Mendez","Synchronized 6thgeneration adapter","8300","8300","canceled",35,"US","USD","2021-07-10","2021-11-02","cat5","subcat20","1786","Alban","Barbier","alban.barbier@ortiz.org"
1883,"3455","Sanchez, Bradley and Flores","Centralized motivating capacity","138700","138700","canceled",528,"CH","CHF","2021-01-30","2021-10-19","cat2","subcat2","3455","Alfonso","Finetti","alfonso.finetti@quiroz.com"
2973,"5707","Cox LLC","Phased 24hour flexibility","8600","8600","failed",133,"CA","CAD","2020-10-27","2021-06-27","cat4","subcat4","5707","Ryan","Kim","ryan.kim@noos.fr"
1831,"5470","Morales-Odonnell","Exclusive 5thgeneration structure","125400","125400","failed",846,"US","USD","2020-09-03","2021-02-15","cat6","subcat10","5470","Augustin","Wohlgemut","augustin.wohlgemut@watson.info"
3019,"3274","Ramirez LLC","Multi-tiered maximized orchestration","5900","5900","successful",78,"US","USD","2021-04-05","2021-06-12","cat1","subcat1","3274","Rolando","Bibi","rolando.bibi@tin.it"
1598,"4613","Ramirez Group","Open-architected uniform instruction set","8800","8800","failed",10,"US","USD","2020-12-12","2021-06-28","cat5","subcat11","4613","Berthold","Randall","berthold.randall@mcdonald.com"
1898,"4465","Marsh-Coleman","Exclusive asymmetric analyzer","177700","177700","successful",1773,"US","USD","2020-09-25","2021-03-23","cat2","subcat2","4465","Genaro","Briand","genaro.briand@sfr.fr"
944,"1652","Frederick, Jenkins and Collins","Organic radical collaboration","800","800","successful",32,"US","USD","2020-08-13","2021-05-22","cat4","subcat4","1652","Rudolf","Jenkins","rudolf.jenkins@hotmail.com"
2775,"2100","Wilson Ltd","Function-based multi-state software","7600","7600","successful",369,"US","USD","2021-04-01","2021-11-07","cat5","subcat7","2100","Pauline","Ackermann","pauline.ackermann@arredondo-roque.com"
2021,"4321","Cline, Peterson and Lowery","Innovative static budgetary management","50500","50500","failed",191,"US","USD","2021-03-12","2021-10-24","cat5","subcat13","4321","Folker","Swanson","folker.swanson@rodrigues.fr"
1473,"4168","Underwood, James and Jones","Triple-buffered holistic ability","900","900","successful",89,"US","USD","2020-08-02","2021-03-16","cat5","subcat13","4168","Ashleigh","Montez","ashleigh.montez@perry-schneider.com"
353,"3733","Johnson-Contreras","Diverse scalable superstructure","96700","96700","failed",1979,"US","USD","2020-06-15","2021-05-29","cat4","subcat4","3733","Liliana","Barber","liliana.barber@libero.it"
400,"2594","Greene, Lloyd and Sims","Balanced leadingedge data-warehouse","2100","2100","failed",63,"US","USD","2021-05-01","2021-09-02","cat3","subcat9","2594","Caridad","Carr","caridad.carr@huhn.com"
930,"3909","Smith-Sparks","Digitized bandwidth-monitored open architecture","8300","8300","successful",147,"US","USD","2021-09-20","2021-09-27","cat4","subcat4","3909","Lolita","Borrego","lolita.borrego@gmail.com"
1281,"5179","Rosario-Smith","Enterprise-wide intermediate portal","189200","189200","failed",6080,"CA","CAD","2021-05-16","2021-07-22","cat5","subcat11","5179","Gunar","Patrick","gunar.patrick@leroy.com"
726,"2228","Avila, Ford and Welch","Focused leadingedge matrix","9000","9000","failed",80,"GB","GBP","2020-05-24","2021-05-26","cat2","subcat8","2228","Leokadia","Verdier","leokadia.verdier@hotmail.com.au"
2177,"6222","Gallegos Inc","Seamless logistical encryption","5100","5100","failed",9,"US","USD","2020-04-29","2021-04-04","cat7","subcat12","6222","Hanna","Reid","hanna.reid@salas.org"
1652,"2354","Morrow, Santiago and Soto","Stand-alone human-resource workforce","105000","105000","failed",1784,"US","USD","2021-05-05","2021-05-26","cat6","subcat14","2354","Edelgard","Kreusel","edelgard.kreusel@hotmail.com"
65,"1725","Berry-Richardson","Automated zero tolerance implementation","186700","186700","live",3640,"CH","CHF","2020-05-28","2021-05-29","cat7","subcat12","1725","Svenja","Perrin","svenja.perrin@berger.com"
911,"2960","Cordova-Torres","Pre-emptive grid-enabled contingency","1600","1600","successful",126,"CA","CAD","2021-01-25","2021-02-05","cat4","subcat4","2960","Pierluigi","Taccola","pierluigi.taccola@gmx.de"
2082,"2077","Holt, Bernard and Johnson","Multi-lateral didactic encoding","115600","115600","successful",2218,"GB","GBP","2021-01-04","2021-04-11","cat2","subcat8","2077","Cilli","Watts","cilli.watts@yahoo.com"
458,"5662","Clark, Mccormick and Mendoza","Self-enabling didactic orchestration","89100","89100","failed",243,"US","USD","2021-05-23","2021-06-25","cat5","subcat7","5662","Emiliano","Wells","emiliano.wells@gmx.de"
1085,"3481","Garrison LLC","Profit-focused 24/7 data-warehouse","2600","2600","successful",202,"IT","EUR","2021-01-28","2022-01-02","cat4","subcat4","3481","April","Davids","april.davids@fisher.info"
1451,"2565","Shannon-Olson","Enhanced methodical middleware","9800","9800","successful",140,"IT","EUR","2020-10-14","2021-05-30","cat6","subcat14","2565","Dolores","Didier","dolores.didier@yahoo.com.au"
1068,"4436","Murillo-Mcfarland","Synchronized client-driven projection","84400","84400","successful",1052,"DK","DKK","2020-10-10","2021-04-18","cat5","subcat5","4436","Sylvia","Bonomo","sylvia.bonomo@poulain.com"
241,"5072","Young, Gilbert and Escobar","Networked didactic time-frame","151300","151300","failed",1296,"US","USD","2020-10-11","2021-06-07","cat7","subcat21","5072","Nelly","Marsh","nelly.marsh@hotmail.it"
2654,"5200","Thomas, Welch and Santana","Assimilated exuding toolset","9800","9800","failed",77,"US","USD","2021-01-13","2021-05-05","cat1","subcat1","5200","Beth","Miniati","beth.miniati@hudson.net"
159,"4502","Brown-Pena","Front-line client-server secured line","5300","5300","successful",247,"US","USD","2020-03-08","2021-02-26","cat8","subcat15","4502","Renee","Merino","renee.merino@gmail.com"
1010,"4945","Holder, Caldwell and Vance","Polarized systemic Internet solution","178000","178000","failed",395,"IT","EUR","2020-09-17","2021-05-25","cat7","subcat21","4945","Hailey","Russell","hailey.russell@jourdan.org"
1807,"3012","Harrison-Bridges","Profit-focused exuding moderator","77000","77000","failed",49,"GB","GBP","2021-03-04","2021-09-21","cat2","subcat8","3012","Raphaela","Gotthard","raphaela.gotthard@outlook.com"
1135,"6094","Johnson, Murphy and Peterson","Cross-group high-level moderator","84900","84900","failed",180,"US","USD","2021-01-28","2021-08-11","cat7","subcat12","6094","Pomponio","Comencini","pomponio.comencini@hotmail.co.uk"
1859,"3815","Taylor Inc","Public-key 3rdgeneration system engine","2800","2800","successful",84,"US","USD","2020-08-02","2021-05-24","cat2","subcat2","3815","Leone","Richardson","leone.richardson@yahoo.com"
1265,"4838","Deleon and Sons","Organized value-added access","184800","184800","failed",2690,"US","USD","2021-01-11","2021-12-28","cat4","subcat4","4838","Valentine","Acosta","valentine.acosta@peters.net"
2648,"3469","Benjamin, Paul and Ferguson","Cloned global Graphical User Interface","4200","4200","successful",88,"US","USD","2020-12-17","2021-08-09","cat4","subcat4","3469","Ricciotti","Laureano","ricciotti.laureano@parsons.com"
141,"4874","Hardin-Dixon","Focused solution-oriented matrix","1300","1300","successful",156,"US","USD","2021-06-20","2022-01-31","cat5","subcat7","4874","Jacques","Heidrich","jacques.heidrich@zamudio-chapa.com"
1944,"1792","York-Pitts","Monitored discrete toolset","66100","66100","successful",2985,"US","USD","2021-10-19","2022-02-23","cat4","subcat4","1792","Anne","Snow","anne.snow@gmail.com"
3187,"4356","Jarvis and Sons","Business-focused intermediate system engine","29500","29500","successful",762,"US","USD","2021-05-21","2021-07-20","cat3","subcat9","4356","Sonia","Volta","sonia.volta@gmx.de"
1436,"6196","Morrison-Henderson","De-engineered disintermediate encoding","100","100","canceled",1,"CH","CHF","2021-06-18","2021-11-12","cat2","subcat8","6196","Dale","Leblanc","dale.leblanc@stewart.com"
1384,"3578","Martin-James","Streamlined upward-trending analyzer","180100","180100","failed",2779,"AU","AUD","2021-01-11","2021-03-30","cat3","subcat3","3578","Alejandro","Cruz","alejandro.cruz@hotmail.com"
2446,"4491","Mercer, Solomon and Singleton","Distributed human-resource policy","9000","9000","failed",92,"US","USD","2020-12-04","2021-05-27","cat4","subcat4","4491","Elsa","Cugia","elsa.cugia@yahoo.com"
2215,"3054","Dougherty, Austin and Mills","De-engineered 5thgeneration contingency","170600","170600","failed",1028,"US","USD","2020-12-11","2021-05-26","cat2","subcat2","3054","Geronimo","Pechel","geronimo.pechel@hotmail.com"
2704,"1968","Ritter PLC","Multi-channeled upward-trending application","9500","9500","successful",554,"CA","CAD","2020-12-25","2021-07-12","cat2","subcat8","1968","Melania","Klemm","melania.klemm@seidel.com"
2470,"5869","Anderson Group","Organic maximized database","6300","6300","successful",135,"DK","DKK","2020-05-09","2021-05-01","cat2","subcat2","5869","Katherine","Cooley","katherine.cooley@yahoo.com"
1056,"5858","Smith and Sons","Grass-roots 24/7 attitude","5200","5200","successful",122,"US","USD","2020-04-01","2021-03-01","cat6","subcat19","5858","Guillermo","Larsen","guillermo.larsen@yahoo.com"
1278,"5203","Lam-Hamilton","Team-oriented global strategy","6000","6000","successful",221,"US","USD","2021-06-14","2021-08-18","cat5","subcat23","5203","Jill","Barrios","jill.barrios@gmail.com"
2987,"2577","Ho Ltd","Enhanced client-driven capacity","5800","5800","successful",126,"US","USD","2020-08-03","2021-03-30","cat4","subcat4","2577","Austin","Musatti","austin.musatti@tin.it"
417,"3216","Brown, Estrada and Jensen","Exclusive systematic productivity","105300","105300","successful",1022,"US","USD","2020-09-19","2021-05-22","cat4","subcat4","3216","Jacinto","Rose","jacinto.rose@yahoo.com"
670,"2037","Hunt LLC","Re-engineered radical policy","20000","20000","successful",3177,"US","USD","2021-06-21","2022-02-07","cat5","subcat11","2037","Lucie","Redi","lucie.redi@googlemail.com"
1427,"3867","Fowler-Smith","Down-sized logistical adapter","3000","3000","successful",198,"CH","CHF","2021-03-03","2021-11-19","cat4","subcat4","3867","Tania","Chapman","tania.chapman@remy.com"
2918,"5109","Blair Inc","Configurable bandwidth-monitored throughput","9900","9900","failed",26,"CH","CHF","2021-02-05","2021-11-04","cat2","subcat2","5109","Alexandria","Best","alexandria.best@yahoo.co.uk"
306,"1376","Kelley, Stanton and Sanchez","Optional tangible pricing structure","3700","3700","successful",85,"AU","AUD","2021-03-29","2021-09-29","cat5","subcat5","1376","Edward","Scott","edward.scott@yahoo.com"
1714,"5260","Hernandez-Macdonald","Organic high-level implementation","168700","168700","failed",1790,"US","USD","2020-04-27","2021-05-18","cat4","subcat4","5260","Jake","Wiley","jake.wiley@outlook.com"
1354,"2350","Joseph LLC","Decentralized logistical collaboration","94900","94900","successful",3596,"US","USD","2021-01-20","2021-05-11","cat4","subcat4","2350","Claudio","Reuter","claudio.reuter@morgan-collins.org.au"
810,"2269","Webb-Smith","Advanced content-based installation","9300","9300","failed",37,"US","USD","2021-09-04","2021-11-29","cat2","subcat6","2269","Laure","Traetta","laure.traetta@kay-perkins.co.uk"
304,"3650","Johns PLC","Distributed high-level open architecture","6800","6800","successful",244,"US","USD","2020-11-01","2021-06-12","cat2","subcat2","3650","Magarete","Valentin","magarete.valentin@yahoo.com"
752,"3934","Hardin-Foley","Synergized zero tolerance help-desk","72400","72400","successful",5180,"US","USD","2020-06-21","2021-05-21","cat4","subcat4","3934","Paige","Hill","paige.hill@jones.org.au"
2254,"4048","Fischer, Fowler and Arnold","Extended multi-tasking definition","20100","20100","successful",589,"IT","EUR","2021-06-08","2022-01-21","cat5","subcat11","4048","Fulvio","Curiel","fulvio.curiel@reynolds.com"
1654,"4266","Martinez-Juarez","Realigned uniform knowledge user","31200","31200","successful",2725,"US","USD","2021-06-07","2021-10-31","cat2","subcat2","4266","Thibaut","Camarillo","thibaut.camarillo@hotmail.com"
2729,"3863","Wilson and Sons","Monitored grid-enabled model","3500","3500","failed",35,"IT","EUR","2021-05-16","2021-10-11","cat5","subcat13","3863","Romana","Blanchard","romana.blanchard@googlemail.com"
913,"4922","Clements Group","Assimilated actuating policy","9000","9000","canceled",94,"US","USD","2021-02-10","2021-04-08","cat2","subcat2","4922","Thibault","Savorgnan","thibault.savorgnan@butler.biz"
1388,"4517","Valenzuela-Cook","Total incremental productivity","6700","6700","successful",300,"US","USD","2021-01-04","2021-10-04","cat9","subcat24","4517","Alexander","Pausini","alexander.pausini@gonzalez.info"
76,"3259","Parker, Haley and Foster","Adaptive local task-force","2700","2700","successful",144,"US","USD","2020-06-25","2021-05-27","cat1","subcat1","3259","Pierangelo","Scholtz","pierangelo.scholtz@lefevre.com"
1172,"3123","Fuentes LLC","Universal zero-defect concept","83300","83300","failed",558,"US","USD","2021-04-09","2021-11-29","cat4","subcat4","3123","Emmanuelle","Keller","emmanuelle.keller@morton-clarke.com"
2579,"3870","Moran and Sons","Object-based bottom-line superstructure","9700","9700","failed",64,"US","USD","2021-05-10","2021-06-30","cat4","subcat4","3870","Isabella","Deleon","isabella.deleon@web.de"
2371,"2996","Stevens Inc","Adaptive 24hour projection","8200","8200","canceled",37,"US","USD","2021-10-08","2021-11-27","cat2","subcat18","2996","Timothy","Weitzel","timothy.weitzel@gmail.com"
359,"2993","Martinez-Johnson","Sharable radical toolset","96500","96500","failed",245,"US","USD","2021-04-29","2021-12-14","cat5","subcat23","2993","Alfredo","Ingram","alfredo.ingram@hotmail.com"
1423,"4556","Franklin Inc","Focused multimedia knowledgebase","6200","6200","successful",87,"US","USD","2020-05-01","2021-04-13","cat2","subcat18","4556","Francesca","Kade","francesca.kade@luna-rael.org"
2239,"2326","Perez PLC","Seamless 6thgeneration extranet","43800","43800","successful",3116,"US","USD","2020-06-28","2021-06-05","cat4","subcat4","2326","Tonia","Coleman","tonia.coleman@hotmail.com"
1835,"4109","Sanchez, Cross and Savage","Sharable mobile knowledgebase","6000","6000","failed",71,"US","USD","2021-02-15","2021-05-05","cat3","subcat3","4109","Gottfried","Barbe","gottfried.barbe@hotmail.com"
2097,"5739","Pineda Ltd","Cross-group global system engine","8700","8700","failed",42,"US","USD","2020-08-11","2021-10-08","cat7","subcat12","5739","Jeffrey","Trommler","jeffrey.trommler@yahoo.com"
1165,"5887","Powell and Sons","Centralized clear-thinking conglomeration","18900","18900","successful",909,"US","USD","2020-10-17","2021-07-31","cat5","subcat5","5887","Giacobbe","Owens","giacobbe.owens@huet.fr"
1368,"1651","Nunez-Richards","De-engineered cohesive system engine","86400","86400","successful",1613,"US","USD","2020-10-12","2021-10-21","cat3","subcat3","1651","Conchita","Pagliaro","conchita.pagliaro@googlemail.com"
2331,"1628","Pugh LLC","Reactive analyzing function","8900","8900","successful",136,"US","USD","2020-08-15","2021-07-04","cat6","subcat19","1628","Kevin","Delahaye","kevin.delahaye@ellis-wilson.com"
3145,"2642","Rowe-Wong","Robust hybrid budgetary management","700","700","successful",130,"US","USD","2021-07-16","2021-12-17","cat2","subcat2","2642","Rouven","Ovadia","rouven.ovadia@gmail.com"
2313,"6020","Williams-Santos","Open-source analyzing monitoring","9400","9400","failed",156,"CA","CAD","2021-01-15","2021-04-08","cat1","subcat1","6020","Piermaria","Laporte","piermaria.laporte@wesack.com"
251,"4747","Weber Inc","Up-sized discrete firmware","157600","157600","failed",1368,"GB","GBP","2021-01-13","2021-11-02","cat4","subcat4","4747","Karolin","Johann","karolin.johann@hotmail.com"
1956,"5534","Avery, Brown and Parker","Exclusive intangible extranet","7900","7900","failed",102,"US","USD","2020-08-11","2021-06-25","cat5","subcat5","5534","Steven","Folliero","steven.folliero@noos.fr"
1575,"4790","Cox Group","Synergized analyzing process improvement","7100","7100","failed",86,"AU","AUD","2021-01-20","2021-04-29","cat6","subcat16","4790","Livio","Rosselli","livio.rosselli@green.co.uk"
1917,"4632","Jensen LLC","Realigned dedicated system engine","600","600","successful",102,"US","USD","2020-10-27","2021-09-11","cat7","subcat12","4632","Gaetano","Leonardi","gaetano.leonardi@despacho.com"
2447,"1952","Brown Inc","Object-based bandwidth-monitored concept","156800","156800","failed",253,"US","USD","2021-09-19","2021-12-04","cat4","subcat4","1952","Cynthia","Robinson","cynthia.robinson@gilles.net"
1813,"4388","Hale-Hayes","Ameliorated client-driven open system","121600","121600","successful",4006,"US","USD","2021-01-05","2021-11-27","cat5","subcat11","4388","Eleni","Aponte","eleni.aponte@club-internet.fr"
367,"5529","Mcbride PLC","Upgradable leadingedge Local Area Network","157300","157300","failed",157,"US","USD","2020-10-18","2021-02-25","cat4","subcat4","5529","Noelia","Romo","noelia.romo@yahoo.com"
1803,"1316","Harris-Jennings","Customizable intermediate data-warehouse","70300","70300","successful",1629,"US","USD","2021-05-01","2021-09-16","cat4","subcat4","1316","Evelyn","Haynes","evelyn.haynes@clark.info"
284,"1670","Becker-Scott","Managed optimizing archive","7900","7900","failed",183,"US","USD","2021-12-23","2021-12-26","cat5","subcat7","1670","Katharine","Zaccagnini","katharine.zaccagnini@hotmail.com"
2603,"4909","Todd, Freeman and Henry","Diverse systematic projection","73800","73800","successful",2188,"US","USD","2020-10-17","2021-06-01","cat4","subcat4","4909","Lea","Merle","lea.merle@stey.de"
653,"3401","Martinez, Garza and Young","Up-sized web-enabled info-mediaries","108500","108500","successful",2409,"IT","EUR","2021-01-06","2021-10-27","cat2","subcat2","3401","Marta","Huynh","marta.huynh@hernandez.info"
1131,"4619","Smith-Ramos","Persevering optimizing Graphical User Interface","140300","140300","failed",82,"DK","DKK","2020-09-20","2021-06-27","cat5","subcat5","4619","Amador","Riley","amador.riley@hotmail.com"
349,"4722","Brown-George","Cross-platform tertiary array","100","100","failed",1,"GB","GBP","2021-04-20","2021-06-30","cat1","subcat1","4722","Julie","Coles","julie.coles@hotmail.fr"
2509,"2188","Waters and Sons","Inverse neutral structure","6300","6300","successful",194,"US","USD","2021-08-12","2022-01-16","cat3","subcat9","2188","Beverley","Telesio","beverley.telesio@regnier.fr"
3139,"5497","Brown Ltd","Quality-focused system-worthy support","71100","71100","successful",1140,"US","USD","2020-11-08","2021-05-21","cat4","subcat4","5497","Corinne","Mitschke","corinne.mitschke@hauffer.net"
480,"5711","Christian, Yates and Greer","Vision-oriented 5thgeneration array","5300","5300","successful",102,"US","USD","2021-02-16","2021-11-04","cat4","subcat4","5711","Valerie","Ortega","valerie.ortega@tele2.it"
1205,"4076","Cole, Hernandez and Rodriguez","Cross-platform logistical circuit","88700","88700","successful",2857,"US","USD","2021-03-27","2021-10-01","cat4","subcat4","4076","Carlos","Delle","carlos.delle@hicks.com"
291,"1847","Ortiz, Valenzuela and Collins","Profound solution-oriented matrix","3300","3300","successful",107,"US","USD","2021-01-04","2021-07-28","cat6","subcat10","1847","Christina","Besnard","christina.besnard@delorme.com"
1758,"2816","Valencia PLC","Extended asynchronous initiative","3400","3400","successful",160,"GB","GBP","2021-05-13","2021-08-21","cat2","subcat2","2816","Rosario","Jacques","rosario.jacques@yahoo.com"
766,"5019","Gordon, Mendez and Johnson","Fundamental needs-based frame","137600","137600","successful",2230,"US","USD","2020-08-29","2021-08-05","cat1","subcat1","5019","Celal","Fischer","celal.fischer@aol.de"
569,"4869","Johnson Group","Compatible full-range leverage","3900","3900","successful",316,"US","USD","2021-02-28","2021-05-08","cat2","subcat18","4869","Leonardo","Guzman","leonardo.guzman@andreozzi-abba.com"
50,"3613","Rose-Fuller","Upgradable holistic system engine","10000","10000","successful",117,"US","USD","2021-09-28","2021-10-04","cat5","subcat23","3613","Clinton","Mason","clinton.mason@yahoo.com"
1875,"3069","Hughes, Mendez and Patterson","Stand-alone multi-state data-warehouse","42800","42800","successful",6406,"US","USD","2021-09-30","2022-02-01","cat4","subcat4","3069","Loretta","Mallet","loretta.mallet@sansoni-toscani.it"
3040,"2601","Brady, Cortez and Rodriguez","Multi-lateral maximized core","8200","8200","canceled",15,"US","USD","2021-03-05","2021-07-02","cat4","subcat4","2601","Lorenzo","Roero","lorenzo.roero@hotmail.co.uk"
179,"2133","Wang, Nguyen and Horton","Innovative holistic hub","6200","6200","successful",192,"US","USD","2021-09-10","2021-11-05","cat2","subcat6","2133","Lando","Gutierrez","lando.gutierrez@heser.com"
114,"3164","Santos, Williams and Brown","Reverse-engineered 24/7 methodology","1100","1100","successful",26,"CA","CAD","2020-08-21","2021-08-03","cat4","subcat4","3164","Elaine","Patterson","elaine.patterson@rose-morris.org"
260,"3897","Barnett and Sons","Business-focused dynamic info-mediaries","26500","26500","successful",723,"US","USD","2021-04-06","2021-12-17","cat4","subcat4","3897","Marcella","Govoni","marcella.govoni@barkholz.net"
1810,"5663","Petersen-Rodriguez","Digitized clear-thinking installation","8500","8500","successful",170,"IT","EUR","2021-06-28","2021-11-20","cat4","subcat4","5663","Ettore","Amaldi","ettore.amaldi@germain.com"
68,"3879","Burnett-Mora","Quality-focused 24/7 superstructure","6400","6400","successful",238,"GB","GBP","2020-09-06","2021-08-01","cat2","subcat8","3879","Rufino","Gallegos","rufino.gallegos@webster-newton.co.uk"
1148,"5900","King LLC","Multi-channeled local intranet","1400","1400","successful",55,"US","USD","2021-01-18","2021-12-31","cat4","subcat4","5900","Georges","Richards","georges.richards@macdonald.com"
2489,"2272","Miller Ltd","Open-architected mobile emulation","198600","198600","failed",1198,"US","USD","2020-11-10","2021-10-30","cat6","subcat10","2272","Janice","Infantino","janice.infantino@hotmail.com"
1586,"5436","Case LLC","Ameliorated foreground methodology","195900","195900","failed",648,"US","USD","2020-02-28","2021-03-01","cat4","subcat4","5436","Svetlana","Montanariello","svetlana.montanariello@putz.de"
2339,"3676","Swanson, Wilson and Baker","Synergized well-modulated project","4300","4300","successful",128,"AU","AUD","2021-02-25","2021-05-07","cat8","subcat15","3676","Agnolo","Cedillo","agnolo.cedillo@laboratorios.biz"
1687,"4676","Dean, Fox and Phillips","Extended context-sensitive forecast","25600","25600","successful",2144,"US","USD","2021-12-03","2021-12-31","cat4","subcat4","4676","Hannah","Jockel","hannah.jockel@ceravolo-tonisto.eu"
1260,"1563","Smith-Smith","Total leadingedge neural-net","189000","189000","failed",64,"US","USD","2021-03-10","2021-05-26","cat2","subcat8","1563","Yvonne","Stout","yvonne.stout@sims.edu"
2240,"4349","Smith, Scott and Rodriguez","Organic actuating protocol","94300","94300","successful",2693,"GB","GBP","2020-04-24","2021-02-24","cat4","subcat4","4349","Anouk","Pace","anouk.pace@gmail.com"
1762,"1658","White, Robertson and Roberts","Down-sized national software","5100","5100","successful",432,"US","USD","2020-05-09","2021-05-22","cat8","subcat15","1658","Esteban","Valdez","esteban.valdez@hotmail.com"
331,"2552","Martinez Inc","Organic upward-trending Graphical User Interface","7500","7500","failed",62,"US","USD","2020-07-05","2021-06-08","cat4","subcat4","2552","Angelina","Davies","angelina.davies@hotmail.com"
1330,"4847","Tucker, Mccoy and Marquez","Synergistic tertiary budgetary management","6400","6400","successful",189,"US","USD","2020-11-03","2021-06-03","cat4","subcat4","4847","Anastasie","Cadena","anastasie.cadena@live.com"
427,"1553","Martin, Lee and Armstrong","Open-architected incremental ability","1600","1600","successful",154,"GB","GBP","2020-11-18","2021-08-05","cat1","subcat1","1553","Hansjoachim","Lettiere","hansjoachim.lettiere@hall-mcdaniel.net"
2929,"2632","Dunn, Moreno and Green","Intuitive object-oriented task-force","1900","1900","successful",96,"US","USD","2021-02-23","2021-02-28","cat2","subcat8","2632","Yeni","Tejada","yeni.tejada@olson.edu.au"
2940,"1908","Jackson, Martinez and Ray","Multi-tiered executive toolset","85900","85900","failed",750,"US","USD","2021-04-05","2022-01-19","cat4","subcat4","1908","Dulce","Adinolfi","dulce.adinolfi@hotmail.com"
2047,"5801","Patterson-Johnson","Grass-roots directional workforce","9500","9500","canceled",87,"US","USD","2021-08-30","2021-12-01","cat4","subcat4","5801","Sean","Mielcarek","sean.mielcarek@gmail.com"
536,"1935","Carlson-Hernandez","Quality-focused real-time solution","59200","59200","successful",3063,"US","USD","2021-08-21","2022-01-26","cat4","subcat4","1935","Omar","Fonseca","omar.fonseca@grupo.org"
238,"2609","Parker PLC","Reduced interactive matrix","72100","72100","live",278,"US","USD","2021-01-05","2021-07-21","cat4","subcat4","2609","Henry","Gucci","henry.gucci@leleu.fr"
30,"2740","Yu and Sons","Adaptive context-sensitive architecture","6700","6700","failed",105,"US","USD","2021-09-28","2021-12-17","cat5","subcat11","2740","Samira","Bottaro","samira.bottaro@vasseur.fr"
1151,"1907","Taylor, Johnson and Hernandez","Polarized incremental portal","118200","118200","canceled",1658,"US","USD","2021-08-29","2021-09-24","cat5","subcat20","1907","Korinna","Arnold","korinna.arnold@zapata-saenz.biz"
1484,"1831","Mack Ltd","Reactive regional access","139000","139000","successful",2266,"US","USD","2021-01-14","2021-02-16","cat5","subcat20","1831","Marcela","Ferrante","marcela.ferrante@gmx.de"
1941,"5177","Lamb-Sanders","Stand-alone reciprocal frame","197700","197700","failed",2604,"DK","DKK","2021-04-30","2021-12-26","cat5","subcat11","5177","Douglas","Amaya","douglas.amaya@favata-brenna.net"
546,"6179","Williams-Ramirez","Open-architected 24/7 throughput","8500","8500","failed",65,"US","USD","2021-01-14","2021-11-04","cat4","subcat4","6179","Katherina","Barrientos","katherina.barrientos@trobbiani.eu"
221,"2917","Weaver Ltd","Monitored 24/7 approach","81600","81600","failed",94,"US","USD","2020-04-12","2021-01-14","cat4","subcat4","2917","Brittany","Tran","brittany.tran@tele2.it"
2882,"1486","Barnes-Williams","Upgradable explicit forecast","8600","8600","live",45,"US","USD","2021-03-02","2021-12-02","cat5","subcat7","1486","Caroline","Reeves","caroline.reeves@yahoo.com"
2938,"3735","Richardson, Woodward and Hansen","Pre-emptive context-sensitive support","119800","119800","failed",257,"US","USD","2020-11-08","2021-07-24","cat4","subcat4","3735","Joe","Michaud","joe.michaud@yahoo.fr"
785,"3838","Hunt, Barker and Baker","Business-focused leadingedge instruction set","9400","9400","successful",194,"CH","CHF","2021-05-08","2021-09-15","cat4","subcat4","3838","Marco","Vittadello","marco.vittadello@gmail.com"
